age,work,edu,marital,occupation,race,sex,hrs_per_week,income
18,Self-emp,HS-grad,Never-married,Blue-Collar,White,Female,35,<=50K
50,Self-emp,Bachelors,Married,Blue-Collar,White,Male,45,>50K
24,Private,Dropout,Never-married,Sales,White,Female,15,<=50K
21,Local-gov,HS-grad,Never-married,Admin,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Admin,Asian-Pac-Islander,Female,16,<=50K
34,Private,Associates,Never-married,Service,White,Male,40,<=50K
68,?,Dropout,Married,?,White,Male,35,<=50K
49,Self-emp,Dropout,Never-married,Blue-Collar,Black,Male,32,<=50K
50,Private,HS-grad,Divorced,Blue-Collar,Amer-Indian-Eskimo,Female,40,<=50K
33,Private,Associates,Divorced,White-Collar,White,Female,40,<=50K
18,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
45,Private,Associates,Divorced,Admin,White,Female,55,>50K
20,Private,HS-grad,Never-married,Sales,White,Female,35,<=50K
46,Self-emp,Bachelors,Married,White-Collar,White,Male,37,>50K
64,Local-gov,HS-grad,Widowed,Admin,White,Female,40,<=50K
39,Private,Doctorate,Never-married,Professional,White,Male,45,<=50K
35,Private,HS-grad,Never-married,Blue-Collar,White,Male,70,<=50K
21,Private,HS-grad,Never-married,Service,White,Male,32,<=50K
29,Private,Associates,Never-married,Other-Occupations,White,Male,45,<=50K
38,State-gov,Bachelors,Married,White-Collar,Black,Female,30,>50K
45,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
30,Self-emp,Masters,Divorced,Professional,Asian-Pac-Islander,Male,50,>50K
41,Private,HS-grad,Married,Admin,White,Female,40,>50K
37,Private,HS-grad,Never-married,Blue-Collar,Asian-Pac-Islander,Male,40,<=50K
45,Private,Bachelors,Married,Sales,White,Male,60,>50K
20,?,HS-grad,Never-married,?,White,Female,30,<=50K
45,Self-emp,HS-grad,Married,White-Collar,White,Male,48,>50K
20,Federal-gov,HS-grad,Never-married,Admin,White,Male,20,<=50K
63,Self-emp,HS-grad,Widowed,Sales,White,Female,60,>50K
35,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
24,Private,Bachelors,Married,Professional,White,Male,50,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
23,Private,HS-grad,Never-married,Service,White,Male,35,<=50K
34,Private,Bachelors,Never-married,Professional,White,Female,45,<=50K
23,?,Dropout,Never-married,?,Black,Male,40,<=50K
36,Self-emp,Dropout,Married,Blue-Collar,White,Male,50,>50K
46,Private,HS-grad,Never-married,Blue-Collar,White,Male,5,<=50K
38,Local-gov,Bachelors,Married,White-Collar,White,Male,42,>50K
55,Local-gov,Dropout,Widowed,Admin,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Admin,Asian-Pac-Islander,Male,40,<=50K
48,Private,HS-grad,Married,Blue-Collar,White,Male,45,>50K
35,Private,HS-grad,Divorced,Service,White,Female,50,<=50K
53,Private,HS-grad,Married,Blue-Collar,Black,Male,40,>50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
50,Private,HS-grad,Divorced,Blue-Collar,White,Male,22,<=50K
32,Private,HS-grad,Married,Sales,White,Male,40,<=50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,46,<=50K
41,Private,HS-grad,Married,Sales,White,Male,50,>50K
47,Federal-gov,Bachelors,Divorced,Professional,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Sales,Black,Female,25,<=50K
45,Local-gov,Masters,Married,Admin,White,Male,35,<=50K
33,Private,Dropout,Never-married,Service,Black,Female,14,<=50K
68,Not-Working,HS-grad,Married-spouse-absent,Blue-Collar,White,Female,25,<=50K
44,Private,Prof-school,Married,White-Collar,White,Male,55,>50K
49,Private,Dropout,Married,Blue-Collar,White,Male,50,<=50K
45,Private,Doctorate,Married,Professional,White,Male,40,>50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,65,>50K
29,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
46,Private,HS-grad,Married,White-Collar,Asian-Pac-Islander,Male,60,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,White,Male,25,<=50K
56,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
55,Self-emp,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
29,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
21,Private,HS-grad,Never-married,Service,White,Female,25,<=50K
38,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
52,Private,Dropout,Never-married,Blue-Collar,White,Male,50,<=50K
22,Private,HS-grad,Never-married,Service,White,Female,40,<=50K
20,Private,HS-grad,Married,Admin,White,Male,60,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,Black,Male,50,<=50K
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
55,Private,HS-grad,Divorced,Other-Occupations,White,Female,40,<=50K
35,Private,Associates,Separated,Sales,White,Male,40,<=50K
67,?,HS-grad,Married,?,White,Female,5,<=50K
45,Private,Bachelors,Married,Blue-Collar,White,Male,55,>50K
61,Private,Masters,Married,White-Collar,White,Male,60,>50K
18,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
51,State-gov,Bachelors,Widowed,Admin,White,Male,40,<=50K
37,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
21,?,HS-grad,Never-married,?,White,Female,25,<=50K
32,Private,HS-grad,Never-married,Service,White,Female,38,<=50K
48,Private,HS-grad,Separated,Blue-Collar,Black,Male,45,<=50K
62,Private,Dropout,Married,Blue-Collar,White,Male,53,<=50K
21,?,HS-grad,Never-married,?,White,Male,40,<=50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,45,<=50K
19,Private,Dropout,Never-married,Blue-Collar,White,Male,45,<=50K
20,Private,HS-grad,Never-married,Admin,White,Female,15,<=50K
41,Private,Bachelors,Married,Blue-Collar,White,Male,40,<=50K
29,Private,Bachelors,Never-married,Admin,Black,Female,40,<=50K
47,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
43,State-gov,Bachelors,Married,Professional,White,Male,37,>50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,20,<=50K
29,Private,Bachelors,Married,White-Collar,Black,Male,55,>50K
51,Federal-gov,Bachelors,Widowed,Professional,Black,Female,40,<=50K
40,Private,Associates,Married,Blue-Collar,White,Male,40,>50K
26,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
30,Private,Bachelors,Never-married,Professional,White,Female,40,<=50K
36,Private,HS-grad,Widowed,Service,White,Female,40,<=50K
68,Local-gov,HS-grad,Widowed,Other-Occupations,White,Male,20,<=50K
42,Private,HS-grad,Never-married,Other-Occupations,White,Female,40,>50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
43,Private,Bachelors,Married,White-Collar,White,Male,45,>50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,20,<=50K
43,Private,Bachelors,Divorced,Other-Occupations,White,Male,40,<=50K
53,Private,HS-grad,Married,Sales,White,Male,60,>50K
45,Private,HS-grad,Married,Professional,White,Male,40,>50K
39,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
31,Local-gov,Masters,Married,Professional,White,Male,45,<=50K
23,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Male,25,<=50K
69,?,HS-grad,Divorced,?,White,Female,35,<=50K
38,State-gov,Masters,Divorced,Admin,White,Female,40,<=50K
37,Self-emp,HS-grad,Married,Blue-Collar,White,Male,45,>50K
18,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
41,Self-emp,HS-grad,Married,White-Collar,White,Male,45,<=50K
30,Private,Bachelors,Married,Sales,White,Female,55,>50K
23,?,Associates,Married,?,White,Male,20,<=50K
26,Private,Bachelors,Never-married,Professional,White,Male,30,<=50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
25,Private,HS-grad,Never-married,Other-Occupations,Black,Female,50,<=50K
33,Private,HS-grad,Married,Professional,White,Male,40,>50K
37,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
31,Private,Bachelors,Never-married,Other-Occupations,White,Male,40,<=50K
27,Private,HS-grad,Married,White-Collar,White,Male,80,<=50K
35,Private,Masters,Married,Sales,White,Male,40,>50K
28,Self-emp,HS-grad,Married,Admin,White,Female,30,>50K
59,Private,HS-grad,Never-married,Admin,White,Male,50,<=50K
42,Private,Bachelors,Married,Professional,White,Male,40,<=50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
27,?,Associates,Never-married,?,White,Female,45,<=50K
32,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
27,Private,HS-grad,Separated,Blue-Collar,Black,Male,40,<=50K
43,Private,Bachelors,Divorced,Blue-Collar,White,Male,40,<=50K
46,Private,Dropout,Divorced,Professional,Amer-Indian-Eskimo,Male,40,>50K
41,Private,HS-grad,Married,Sales,White,Male,50,>50K
59,Local-gov,Masters,Divorced,Professional,White,Female,60,>50K
20,Private,HS-grad,Never-married,Sales,White,Female,30,<=50K
57,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
46,Self-emp,HS-grad,Married,Blue-Collar,White,Male,70,<=50K
45,Private,Dropout,Married,Blue-Collar,Black,Male,40,<=50K
29,Local-gov,HS-grad,Never-married,Blue-Collar,Asian-Pac-Islander,Male,45,<=50K
23,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
46,Private,HS-grad,Never-married,Blue-Collar,White,Male,48,<=50K
55,?,HS-grad,Married,?,White,Male,50,>50K
58,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
38,Private,Associates,Never-married,White-Collar,Asian-Pac-Islander,Female,40,<=50K
29,Private,HS-grad,Never-married,Sales,White,Male,50,<=50K
57,?,HS-grad,Divorced,?,Asian-Pac-Islander,Male,20,<=50K
26,Local-gov,Bachelors,Never-married,Professional,White,Female,40,<=50K
42,Private,Bachelors,Married,Admin,Asian-Pac-Islander,Male,40,>50K
61,Private,HS-grad,Separated,Blue-Collar,Asian-Pac-Islander,Male,45,>50K
31,Private,HS-grad,Married,Sales,White,Male,45,>50K
43,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
47,Private,Bachelors,Married,Blue-Collar,White,Male,50,>50K
51,State-gov,HS-grad,Married,Blue-Collar,White,Male,56,>50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
25,Private,HS-grad,Never-married,Admin,White,Male,38,<=50K
22,?,HS-grad,Never-married,?,White,Male,40,<=50K
38,Private,Associates,Married,Blue-Collar,White,Male,50,<=50K
48,Private,HS-grad,Married,Blue-Collar,White,Female,16,>50K
33,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
46,Private,Masters,Married,White-Collar,White,Male,55,>50K
18,Private,Dropout,Never-married,Service,Asian-Pac-Islander,Female,40,<=50K
52,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
46,Private,Bachelors,Married,Professional,White,Male,45,>50K
28,Private,HS-grad,Never-married,Professional,White,Male,40,<=50K
37,Private,HS-grad,Never-married,Service,Asian-Pac-Islander,Male,30,<=50K
23,?,HS-grad,Never-married,?,White,Female,15,<=50K
45,Local-gov,Masters,Married,Professional,White,Male,50,>50K
17,Private,Dropout,Never-married,Sales,White,Female,16,<=50K
56,Private,Masters,Married,Professional,White,Male,40,>50K
38,Self-emp,Associates,Divorced,White-Collar,White,Male,45,<=50K
81,Private,Dropout,Married,Blue-Collar,White,Male,10,<=50K
22,Private,HS-grad,Never-married,Blue-Collar,White,Female,30,<=50K
43,State-gov,HS-grad,Divorced,Admin,White,Female,40,<=50K
31,Private,Associates,Married,Admin,White,Female,40,<=50K
42,Self-emp,Bachelors,Married,Professional,White,Male,40,>50K
66,?,HS-grad,Married,?,White,Male,50,<=50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
31,Private,HS-grad,Separated,Blue-Collar,White,Male,40,<=50K
35,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
21,?,HS-grad,Never-married,?,White,Female,35,<=50K
36,Private,Bachelors,Separated,Service,Black,Female,35,<=50K
33,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
36,Private,Bachelors,Divorced,Professional,Black,Female,40,<=50K
37,?,HS-grad,Married,?,White,Male,55,<=50K
50,Private,HS-grad,Never-married,Blue-Collar,White,Male,25,<=50K
55,Private,HS-grad,Married,Professional,White,Male,40,>50K
29,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
24,Private,HS-grad,Never-married,Service,Black,Female,30,<=50K
39,Federal-gov,HS-grad,Divorced,Admin,White,Male,40,>50K
34,Private,Bachelors,Never-married,Sales,White,Male,40,<=50K
29,Private,Dropout,Divorced,Blue-Collar,White,Female,55,<=50K
60,Private,HS-grad,Married,Blue-Collar,Other,Male,32,>50K
33,Private,Masters,Married,White-Collar,White,Female,50,>50K
58,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Separated,Sales,White,Male,40,<=50K
46,State-gov,HS-grad,Divorced,Other-Occupations,Amer-Indian-Eskimo,Female,40,<=50K
63,Private,HS-grad,Divorced,Other-Occupations,White,Male,40,<=50K
38,Self-emp,HS-grad,Divorced,Service,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,15,<=50K
29,Private,Bachelors,Never-married,Professional,White,Female,40,>50K
31,Private,Prof-school,Married,Professional,White,Female,60,>50K
49,Self-emp,HS-grad,Married,White-Collar,White,Male,40,>50K
45,Self-emp,Doctorate,Married,Professional,White,Male,60,>50K
42,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
48,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
33,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
49,Self-emp,HS-grad,Married,Sales,White,Male,50,<=50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
57,Private,Associates,Married,Professional,White,Male,45,<=50K
50,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
46,Private,Bachelors,Married,White-Collar,White,Male,55,>50K
35,Self-emp,HS-grad,Married,White-Collar,White,Male,60,<=50K
19,Private,HS-grad,Never-married,Service,White,Female,20,<=50K
18,Private,Dropout,Never-married,Service,White,Female,28,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
46,Private,HS-grad,Married,Blue-Collar,Asian-Pac-Islander,Male,40,>50K
40,Federal-gov,HS-grad,Married,Admin,White,Female,20,>50K
54,Private,Masters,Married,White-Collar,Asian-Pac-Islander,Male,45,>50K
28,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
28,Private,HS-grad,Never-married,Service,White,Female,40,<=50K
22,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
31,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
27,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
45,Private,Bachelors,Married,Professional,White,Male,42,>50K
38,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
67,Self-emp,Associates,Married,White-Collar,White,Female,4,>50K
75,Private,Masters,Never-married,Other-Occupations,White,Male,16,<=50K
41,Private,Masters,Divorced,White-Collar,Black,Female,60,>50K
37,Private,Bachelors,Married,Sales,White,Male,60,>50K
47,Private,HS-grad,Never-married,White-Collar,White,Female,50,<=50K
34,Local-gov,Bachelors,Married,Professional,White,Male,45,>50K
25,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
52,Private,HS-grad,Widowed,Admin,White,Female,40,<=50K
27,State-gov,HS-grad,Never-married,Other-Occupations,White,Male,40,<=50K
35,Private,HS-grad,Never-married,Blue-Collar,Other,Male,40,<=50K
44,Local-gov,Dropout,Married,Service,White,Female,35,<=50K
27,Local-gov,HS-grad,Married,White-Collar,White,Male,80,>50K
42,Private,HS-grad,Never-married,Other-Occupations,White,Male,33,<=50K
26,Private,Dropout,Never-married,Service,White,Female,38,<=50K
23,Private,HS-grad,Never-married,Professional,White,Male,40,<=50K
28,Private,HS-grad,Never-married,Professional,Amer-Indian-Eskimo,Female,40,<=50K
38,Self-emp,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
29,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
56,Self-emp,Dropout,Married,White-Collar,White,Male,50,<=50K
23,?,Bachelors,Never-married,?,Asian-Pac-Islander,Male,35,<=50K
30,Private,HS-grad,Never-married,White-Collar,Black,Female,40,<=50K
48,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
45,Self-emp,HS-grad,Married,White-Collar,Asian-Pac-Islander,Male,72,<=50K
38,Private,Masters,Married,White-Collar,White,Male,60,>50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
47,State-gov,Doctorate,Married,Professional,White,Male,40,>50K
22,Private,HS-grad,Never-married,Service,White,Female,48,<=50K
29,Private,HS-grad,Never-married,Professional,White,Female,40,<=50K
45,Private,Associates,Divorced,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
28,Local-gov,Dropout,Married,Blue-Collar,Black,Male,40,>50K
46,Federal-gov,Bachelors,Divorced,Professional,White,Female,50,>50K
34,?,HS-grad,Married,?,White,Female,4,<=50K
32,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Service,White,Male,35,<=50K
46,Private,HS-grad,Married,Service,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Sales,White,Female,35,<=50K
59,Private,Masters,Married,White-Collar,Asian-Pac-Islander,Male,40,>50K
31,Private,HS-grad,Married,Professional,White,Male,50,<=50K
48,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
34,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Service,White,Male,25,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,35,<=50K
29,Private,Bachelors,Never-married,Professional,White,Male,50,<=50K
54,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
36,Private,HS-grad,Married,Blue-Collar,White,Male,52,<=50K
43,Private,Bachelors,Never-married,Sales,White,Male,50,>50K
46,Federal-gov,Bachelors,Married,Other-Occupations,White,Male,40,>50K
33,Private,Masters,Married,Professional,White,Male,45,>50K
33,Private,Dropout,Divorced,Service,White,Female,45,<=50K
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
37,?,Associates,Married,?,White,Male,54,>50K
64,?,Dropout,Married,?,White,Male,24,<=50K
45,Self-emp,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
25,Private,Bachelors,Never-married,Admin,White,Female,40,<=50K
28,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
26,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
24,Private,HS-grad,Never-married,White-Collar,White,Female,40,<=50K
58,Self-emp,HS-grad,Divorced,Professional,White,Female,40,<=50K
36,Private,Associates,Divorced,Other-Occupations,White,Female,40,<=50K
46,Private,HS-grad,Married,Sales,White,Male,50,<=50K
23,?,Dropout,Never-married,?,White,Female,40,<=50K
32,Private,HS-grad,Married,Sales,White,Male,50,<=50K
26,Private,HS-grad,Never-married,Service,Black,Male,40,<=50K
52,Private,Dropout,Never-married,Blue-Collar,White,Female,40,<=50K
19,Private,HS-grad,Never-married,Service,White,Female,45,<=50K
33,Private,Bachelors,Married,Professional,White,Male,60,>50K
60,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
39,Private,HS-grad,Divorced,White-Collar,White,Male,38,<=50K
45,Private,Bachelors,Divorced,White-Collar,White,Male,45,<=50K
37,Local-gov,HS-grad,Married-spouse-absent,Admin,Black,Female,40,<=50K
29,Private,Associates,Never-married,Other-Occupations,White,Male,40,<=50K
53,Private,HS-grad,Married,Blue-Collar,White,Male,66,<=50K
46,State-gov,HS-grad,Married,White-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
39,Private,Masters,Never-married,Professional,White,Female,40,<=50K
48,Private,HS-grad,Married,Professional,White,Female,40,>50K
38,Private,HS-grad,Married,Blue-Collar,Black,Male,48,<=50K
36,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
53,Private,Dropout,Divorced,Blue-Collar,Black,Female,56,<=50K
29,Private,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
64,Private,Dropout,Married,Admin,White,Male,50,<=50K
34,Private,HS-grad,Married,White-Collar,White,Male,50,>50K
36,?,HS-grad,Married,?,White,Male,40,<=50K
41,Local-gov,Bachelors,Divorced,Professional,White,Female,40,<=50K
34,Private,HS-grad,Divorced,White-Collar,White,Female,38,<=50K
68,?,Dropout,Married,?,White,Male,2,<=50K
37,Private,Bachelors,Married,Professional,Other,Male,50,>50K
22,Private,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
43,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
19,?,HS-grad,Never-married,?,White,Female,30,<=50K
36,Private,HS-grad,Never-married,White-Collar,White,Male,40,<=50K
47,Private,HS-grad,Married,Sales,White,Male,55,>50K
25,Private,Associates,Never-married,Service,Asian-Pac-Islander,Female,40,<=50K
33,Private,HS-grad,Separated,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
33,Private,HS-grad,Never-married,Other-Occupations,White,Male,70,<=50K
24,Private,HS-grad,Married,Blue-Collar,White,Female,40,<=50K
47,Local-gov,HS-grad,Divorced,Professional,White,Female,40,<=50K
48,Self-emp,Dropout,Married,White-Collar,White,Male,40,<=50K
28,Private,HS-grad,Married,Sales,White,Male,50,<=50K
33,Local-gov,Bachelors,Married,Professional,White,Male,40,>50K
44,Private,Bachelors,Married,Blue-Collar,White,Male,40,>50K
33,Local-gov,Associates,Never-married,Other-Occupations,White,Male,56,<=50K
26,Private,HS-grad,Never-married,Admin,White,Female,25,<=50K
22,Private,Associates,Never-married,White-Collar,White,Male,40,<=50K
34,Private,HS-grad,Married,White-Collar,White,Male,55,>50K
31,Self-emp,HS-grad,Never-married,White-Collar,White,Male,45,<=50K
73,?,HS-grad,Widowed,?,White,Female,15,<=50K
38,Local-gov,Associates,Married,White-Collar,White,Male,40,<=50K
51,Self-emp,HS-grad,Married,Professional,White,Female,40,>50K
36,Private,HS-grad,Married,White-Collar,White,Male,40,<=50K
29,Private,HS-grad,Married,Other-Occupations,White,Male,54,>50K
64,Self-emp,HS-grad,Married,Sales,White,Male,15,>50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,55,<=50K
21,State-gov,HS-grad,Never-married,White-Collar,White,Female,20,<=50K
28,Private,HS-grad,Married,Blue-Collar,White,Male,60,>50K
18,?,Dropout,Never-married,?,White,Male,25,<=50K
41,Self-emp,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
17,Private,Dropout,Never-married,Service,White,Male,16,<=50K
58,Private,Doctorate,Married,Professional,White,Male,50,>50K
50,Self-emp,Bachelors,Married,Sales,White,Male,8,<=50K
30,Private,Dropout,Married-spouse-absent,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Sales,White,Male,20,<=50K
50,Federal-gov,HS-grad,Married,White-Collar,Black,Male,40,<=50K
29,Private,Masters,Never-married,Professional,White,Male,55,<=50K
31,Self-emp,Doctorate,Married,Professional,White,Male,40,>50K
40,Self-emp,HS-grad,Married,Blue-Collar,White,Male,70,>50K
31,Private,HS-grad,Never-married,Sales,White,Female,60,<=50K
53,Private,Dropout,Married,Blue-Collar,Black,Male,40,<=50K
33,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
43,Private,Bachelors,Married,Service,White,Male,40,<=50K
56,Private,HS-grad,Married,White-Collar,White,Female,50,>50K
38,Private,Bachelors,Married,White-Collar,White,Female,50,>50K
18,Private,Dropout,Never-married,Sales,White,Female,30,<=50K
50,Private,HS-grad,Married,White-Collar,White,Male,40,>50K
78,Private,HS-grad,Widowed,Sales,White,Female,12,<=50K
27,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Sales,White,Female,25,<=50K
24,State-gov,Bachelors,Never-married,Other-Occupations,White,Female,40,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,15,<=50K
25,Private,Masters,Never-married,Professional,White,Male,35,<=50K
34,Private,Bachelors,Divorced,Sales,White,Female,50,>50K
30,Self-emp,Associates,Married,Sales,White,Male,35,<=50K
37,Federal-gov,Masters,Divorced,Professional,White,Female,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,48,>50K
67,Not-Working,HS-grad,Married,Admin,Asian-Pac-Islander,Male,12,<=50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
75,Self-emp,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
47,Private,HS-grad,Married,White-Collar,White,Female,50,<=50K
23,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
51,Federal-gov,HS-grad,Divorced,Admin,White,Female,8,<=50K
42,Local-gov,HS-grad,Divorced,Service,Black,Male,40,<=50K
32,Private,HS-grad,Married,Other-Occupations,White,Female,32,>50K
54,Private,HS-grad,Separated,Sales,White,Female,35,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,38,>50K
35,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
45,Local-gov,Bachelors,Married,Blue-Collar,White,Male,35,>50K
27,Private,Bachelors,Never-married,Sales,White,Female,40,<=50K
61,Self-emp,Dropout,Married,Sales,White,Male,30,>50K
41,Private,HS-grad,Never-married,Sales,White,Male,50,<=50K
22,Private,HS-grad,Never-married,Other-Occupations,White,Male,40,<=50K
55,Private,HS-grad,Married,Blue-Collar,Black,Male,40,>50K
66,?,Bachelors,Married,?,White,Male,6,<=50K
25,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Service,White,Female,35,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,Black,Female,35,<=50K
67,Self-emp,Bachelors,Married,White-Collar,White,Male,16,<=50K
44,Private,HS-grad,Married,Sales,White,Male,60,>50K
42,Private,HS-grad,Married,Sales,White,Male,60,>50K
29,Local-gov,HS-grad,Never-married,Admin,Other,Male,40,<=50K
48,Private,HS-grad,Never-married,Blue-Collar,White,Female,38,>50K
25,Private,HS-grad,Never-married,Admin,Black,Female,40,<=50K
31,Private,HS-grad,Divorced,Service,White,Female,99,>50K
48,Private,Bachelors,Married-spouse-absent,Sales,White,Female,70,>50K
40,Private,Masters,Divorced,Professional,White,Male,20,<=50K
26,Private,HS-grad,Married,Sales,White,Male,40,<=50K
28,Private,HS-grad,Married,Service,White,Female,35,<=50K
52,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
41,Self-emp,HS-grad,Married,Professional,White,Male,40,<=50K
39,Self-emp,Bachelors,Married,Blue-Collar,White,Female,50,<=50K
